Customer_ID,Gender,Senior_Citizen,Partner,Dependents,Contract_Type,Target,Internet_Service_Type,Phone_Service,Multiple_Lines,Tech_Support,Online_Security,Online_Backup,Device_Protection,Streaming_TV,Streaming_Movies,Plan_Price_Tier,Payment_Method,Paperless_Billing,Auto_Payment,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
C001651,female,False,False,False,month-to-month,False,dsl,yes,False,False,False,True,False,False,False,Standard,electronic check,False,False,48.6,48.6,1,17.48,98.0,9.1
C001652,female,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,True,False,Premium,electronic check,False,False,79.0,522.95,7,80.63,324.0,3.7
C001653,male,True,True,False,two year,False,fiber optic,yes,False,False,True,True,True,True,True,Premium,credit card (automatic),False,True,105.35,7511.9,70,106.32,328.0,8.6
C001654,male,False,False,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,25.1,1725.0,65,0.0,279.0,6.7
C001655,male,False,False,False,month-to-month,False,dsl,yes,False,False,True,False,False,False,False,Standard,electronic check,False,False,49.75,49.75,1,16.62,149.0,6.8
C001656,male,False,True,False,month-to-month,False,fiber optic,yes,True,False,False,False,False,True,True,Premium,electronic check,False,False,94.75,1691.9,18,93.27,374.0,8.9
C001657,male,False,True,False,month-to-month,False,fiber optic,yes,True,False,False,False,False,True,True,Premium,electronic check,False,False,93.0,2248.05,24,93.84,433.0,8.9
C001658,male,False,False,False,two year,False,dsl,yes,True,True,True,False,True,False,True,Standard,bank transfer (automatic),True,True,71.9,4479.2,63,28.16,263.0,9.2
C001659,female,False,False,True,one year,False,dsl,yes,True,False,False,True,False,True,True,Standard,mailed check,True,False,77.55,3471.1,44,18.23,295.0,6.7
C001660,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,19.85,63.0,4,5.9,268.0,7.6
C001661,female,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,70.25,70.25,1,76.84,297.0,4.8
C001662,female,False,True,True,month-to-month,False,fiber optic,yes,True,False,False,False,False,True,True,Premium,electronic check,False,False,95.25,3314.15,37,94.66,239.0,7.0
C001663,female,True,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,True,False,True,Premium,credit card (automatic),False,True,84.6,865.55,10,73.99,246.0,6.4
C001664,male,False,False,False,month-to-month,False,dsl,no,False,False,False,False,False,False,False,Standard,bank transfer (automatic),True,True,25.05,852.7,34,4.48,17.0,5.2
C001665,male,False,True,False,one year,False,dsl,no,False,False,True,False,True,True,True,Standard,credit card (automatic),False,True,53.15,1930.9,35,22.43,28.0,6.7
C001666,female,False,True,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,20.15,91.4,4,0.09,123.0,7.3
C001667,female,True,True,False,month-to-month,False,fiber optic,yes,True,True,False,False,False,True,True,Premium,electronic check,False,False,101.25,3949.15,39,96.25,240.0,4.6
C001668,male,True,True,False,one year,False,fiber optic,yes,False,False,False,True,True,True,True,Premium,bank transfer (automatic),True,True,100.55,4304.0,43,98.03,143.0,6.4
C001669,female,False,True,True,month-to-month,True,no,yes,True,False,False,False,False,False,False,Low,mailed check,True,False,24.1,409.9,17,4.44,393.0,4.8
C001670,female,False,True,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,25.3,1554.9,61,2.99,197.0,8.0
C001671,female,False,True,False,one year,False,dsl,yes,True,False,True,True,True,False,True,Standard,electronic check,False,False,71.8,3472.05,49,20.35,120.0,10.0
C001672,male,False,False,False,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.7,117.8,4,0.0,307.0,9.7
C001673,female,False,True,True,two year,False,dsl,no,False,True,False,True,True,False,True,Standard,electronic check,False,False,49.85,3210.35,64,13.0,23.0,8.6
C001674,male,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,False,False,False,False,Premium,mailed check,True,False,69.6,207.4,3,64.99,309.0,8.3
C001675,male,False,True,True,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,19.75,19.75,1,8.27,268.0,7.4
C001676,male,False,True,False,one year,False,fiber optic,yes,False,False,False,True,True,False,False,Premium,electronic check,False,False,80.8,3132.75,40,79.19,286.0,5.1
C001677,female,False,False,True,month-to-month,True,dsl,yes,False,True,True,True,False,False,False,Standard,electronic check,False,False,60.0,60.0,1,24.09,377.0,2.3
C001678,male,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,False,True,Premium,electronic check,False,False,86.55,649.65,8,94.16,171.0,4.7
C001679,female,True,True,False,month-to-month,True,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.85,20.85,1,5.2,239.0,5.1
C001680,female,True,True,False,one year,False,dsl,yes,False,True,False,False,True,True,False,Standard,bank transfer (automatic),True,True,64.2,2106.3,34,17.1,209.0,8.2
C001681,female,False,True,False,month-to-month,False,dsl,no,False,False,False,False,False,False,True,Standard,electronic check,False,False,35.0,35.0,1,12.52,0.0,6.6
C001682,female,False,False,False,month-to-month,True,dsl,no,False,False,False,False,True,True,True,Standard,electronic check,False,False,50.75,2011.4,39,15.1,7.0,5.9
C001683,female,True,True,False,one year,True,fiber optic,yes,False,True,True,True,False,True,True,Premium,credit card (automatic),False,True,105.5,6205.5,58,100.98,349.0,6.5
C001684,male,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,19.2,903.7,45,1.81,300.0,9.0
C001685,male,True,False,False,month-to-month,True,fiber optic,yes,False,False,True,False,False,True,False,Premium,bank transfer (automatic),True,True,85.15,503.6,6,79.25,307.0,5.9
C001686,male,False,False,False,one year,False,fiber optic,yes,False,True,True,True,True,False,False,Premium,credit card (automatic),False,True,90.65,3882.3,43,96.59,263.0,7.3
C001687,male,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.0,879.8,41,0.0,297.0,9.3
C001688,male,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,True,False,False,False,Premium,electronic check,False,False,74.65,383.65,5,75.66,177.0,7.8
C001689,male,False,False,False,two year,False,dsl,no,False,True,True,False,True,True,True,Standard,credit card (automatic),False,True,61.2,4390.25,72,19.78,7.0,8.6
C001690,male,False,False,False,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.95,68.2,4,0.0,267.0,8.5
C001691,male,False,True,True,month-to-month,False,dsl,yes,False,True,False,True,False,False,False,Standard,mailed check,True,False,54.8,452.8,9,19.37,274.0,7.5
C001692,male,True,True,False,two year,False,dsl,yes,True,False,False,False,True,True,True,Standard,credit card (automatic),False,True,73.45,5329.0,72,19.66,278.0,7.0
C001693,female,False,True,False,one year,False,dsl,yes,False,True,False,False,False,False,False,Standard,mailed check,True,False,51.45,1758.9,33,19.79,237.0,7.7
C001694,female,False,True,False,two year,False,fiber optic,yes,True,False,True,False,False,False,False,Premium,bank transfer (automatic),True,True,80.45,5737.6,72,73.72,216.0,9.5
C001695,male,False,True,False,month-to-month,True,dsl,yes,False,True,True,False,False,False,False,Standard,electronic check,False,False,54.2,1152.7,22,16.89,534.0,4.2
C001696,female,False,True,False,one year,True,fiber optic,yes,True,True,False,True,True,True,True,Premium,electronic check,False,False,109.5,7674.55,70,119.19,331.0,6.1
C001697,male,False,True,True,month-to-month,True,fiber optic,yes,True,False,False,True,True,True,True,Premium,electronic check,False,False,104.4,2157.95,21,99.4,287.0,5.4
C001698,male,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,False,True,True,False,Premium,electronic check,False,False,85.3,1219.85,15,81.91,229.0,7.8
C001699,male,True,True,False,month-to-month,False,fiber optic,yes,True,True,False,False,False,False,False,Premium,electronic check,False,False,79.3,2414.55,29,81.87,209.0,9.5
C001700,female,False,True,True,month-to-month,False,dsl,yes,False,True,False,True,True,True,True,Standard,bank transfer (automatic),True,True,76.5,1155.6,15,23.85,238.0,7.2
C001701,male,True,True,True,month-to-month,True,fiber optic,yes,True,False,True,True,False,True,True,Premium,credit card (automatic),False,True,105.1,7548.1,71,106.85,276.0,6.4
C001702,male,True,False,False,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,25.4,1809.35,72,2.7,80.0,8.5
C001703,female,False,True,False,month-to-month,False,fiber optic,yes,True,False,False,False,False,True,False,Premium,electronic check,False,False,86.85,1564.4,19,90.02,108.0,8.0
C001704,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.65,19.65,1,5.74,192.0,6.9
C001705,female,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,True,False,False,False,Premium,electronic check,False,False,75.7,75.7,1,77.75,268.0,4.5
C001706,female,False,False,False,month-to-month,False,dsl,yes,False,False,False,False,False,False,False,Standard,electronic check,False,False,45.55,84.4,2,12.46,228.0,7.6
C001707,female,True,True,True,month-to-month,False,fiber optic,yes,True,False,False,False,True,False,False,Premium,credit card (automatic),False,True,78.1,864.85,11,81.46,383.0,6.4
C001708,female,False,False,False,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.3,228.75,12,9.69,116.0,8.1
C001709,female,False,True,False,two year,False,fiber optic,yes,True,True,False,True,True,True,True,Premium,electronic check,False,False,110.5,7752.05,70,109.84,182.0,7.1
C001710,female,True,True,False,month-to-month,True,fiber optic,yes,True,False,False,False,True,True,False,Premium,electronic check,False,False,90.8,1951.0,20,85.93,386.0,5.4
C001711,female,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,20.3,470.6,23,5.74,261.0,9.3
C001712,male,True,False,False,two year,False,dsl,yes,True,True,True,True,True,False,True,Standard,credit card (automatic),False,True,81.35,4060.9,49,23.8,329.0,6.3
C001713,female,False,True,True,month-to-month,True,fiber optic,yes,True,False,False,True,False,True,True,Premium,electronic check,False,False,97.95,384.5,4,87.09,434.0,6.8
C001714,male,False,False,False,month-to-month,True,fiber optic,yes,True,True,True,True,False,True,True,Premium,credit card (automatic),False,True,108.15,3432.9,32,112.39,187.0,4.6
C001715,male,False,False,True,month-to-month,False,dsl,yes,False,False,False,False,False,False,True,Standard,electronic check,False,False,55.3,108.65,2,13.91,241.0,6.6
C001716,male,True,True,False,two year,False,dsl,no,False,False,True,True,False,True,True,Standard,credit card (automatic),False,True,56.55,3952.65,69,16.51,7.0,9.0
C001717,male,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,True,False,Premium,credit card (automatic),False,True,80.5,463.05,6,82.16,74.0,4.3
C001718,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.7,494.05,24,1.15,222.0,7.7
C001719,female,False,False,False,one year,False,fiber optic,yes,True,False,False,True,True,True,True,Premium,credit card (automatic),False,True,104.05,3416.85,32,107.6,329.0,7.0
C001720,female,False,False,False,two year,False,dsl,yes,False,False,True,True,False,False,False,Standard,bank transfer (automatic),True,True,52.85,1498.65,27,13.68,298.0,6.8
C001721,female,True,True,False,month-to-month,True,fiber optic,yes,True,True,True,False,False,True,True,Premium,bank transfer (automatic),True,True,104.3,2867.75,27,106.87,305.0,5.4
C001722,male,False,False,False,month-to-month,False,fiber optic,yes,True,True,False,False,False,False,False,Premium,bank transfer (automatic),True,True,80.65,4807.35,58,79.35,216.0,7.8
C001723,male,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,mailed check,True,False,71.35,71.35,1,75.04,190.0,2.8
C001724,female,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,credit card (automatic),False,True,24.65,471.35,18,3.32,364.0,8.5
C001725,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,21.3,1041.8,47,0.0,205.0,6.7
C001726,female,False,True,True,two year,False,fiber optic,yes,True,True,False,True,True,True,True,Premium,electronic check,False,False,110.2,7689.8,70,115.63,276.0,6.3
C001727,female,False,False,False,month-to-month,True,fiber optic,yes,True,True,False,True,True,False,False,Premium,electronic check,False,False,89.4,1132.35,13,86.72,264.0,6.3
C001728,female,False,True,True,month-to-month,False,dsl,yes,False,False,True,False,False,False,False,Standard,credit card (automatic),False,True,51.05,1815.0,36,19.36,381.0,6.2
C001729,male,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.8,1311.3,67,2.03,337.0,5.2
C001730,female,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,19.9,199.45,10,9.39,133.0,8.3
C001731,male,True,False,False,month-to-month,False,fiber optic,yes,False,False,True,False,False,False,True,Premium,electronic check,False,False,87.3,1637.3,19,86.18,143.0,7.7
C001732,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,19.85,1326.35,71,0.0,302.0,7.7
C001733,male,False,True,True,two year,False,dsl,yes,True,True,True,True,True,True,True,Standard,mailed check,True,False,89.4,6376.55,72,26.72,244.0,7.3
C001734,female,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.0,935.9,48,0.0,209.0,8.1
C001735,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.05,20.05,1,4.2,341.0,7.2
C001736,male,False,True,True,month-to-month,False,dsl,yes,False,True,True,False,True,True,True,Standard,electronic check,False,False,83.25,1611.15,18,16.89,266.0,9.6
C001737,male,False,False,False,month-to-month,True,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.6,20.6,1,0.0,254.0,2.6
C001738,male,True,True,False,two year,False,fiber optic,yes,True,True,False,True,False,True,True,Premium,bank transfer (automatic),True,True,102.9,6989.7,67,97.56,320.0,8.3
C001739,male,False,True,True,two year,False,dsl,no,False,True,True,False,True,False,False,Standard,mailed check,True,False,39.1,2779.5,69,16.48,6.0,8.9
C001740,male,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,True,False,True,True,Premium,electronic check,False,False,99.95,1931.75,19,108.5,391.0,3.8
C001741,male,True,True,False,two year,False,fiber optic,yes,True,True,True,True,True,True,True,Premium,mailed check,True,False,114.5,8331.95,72,113.98,179.0,6.8
C001742,female,True,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.2,735.9,38,0.0,309.0,9.1
C001743,male,True,True,False,one year,False,dsl,yes,False,False,False,False,False,False,True,Standard,electronic check,False,False,55.8,2283.3,40,17.09,379.0,7.1
C001744,female,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,mailed check,True,False,24.2,1445.2,61,6.05,126.0,7.2
C001745,female,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,True,False,False,False,Premium,credit card (automatic),False,True,81.0,818.05,10,76.36,219.0,5.9
C001746,male,False,True,False,one year,False,dsl,yes,True,True,True,False,False,True,False,Standard,credit card (automatic),False,True,72.8,2333.05,32,23.03,352.0,7.8
C001747,female,False,False,False,month-to-month,False,fiber optic,yes,True,False,False,True,False,True,True,Premium,credit card (automatic),False,True,99.85,1992.55,21,104.73,354.0,5.9
C001748,female,True,False,False,one year,False,fiber optic,yes,True,False,False,False,True,True,True,Premium,electronic check,False,False,99.5,5890.0,59,102.01,234.0,9.9
C001749,female,True,True,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,70.15,916.75,13,71.1,183.0,3.9
C001750,female,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,20.25,1029.8,47,5.21,336.0,7.6
C001751,male,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,26.0,1796.55,69,0.0,356.0,7.9
C001752,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,19.9,33.7,2,3.59,145.0,8.8
C001753,female,False,True,True,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,19.05,454.05,22,0.0,141.0,10.0
C001754,male,True,True,False,month-to-month,False,fiber optic,yes,True,False,True,False,True,True,False,Premium,electronic check,False,False,96.5,1392.25,15,87.35,270.0,5.8
C001755,female,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,19.85,1049.6,53,2.75,306.0,8.7
C001756,female,True,True,False,month-to-month,False,no,yes,True,False,False,False,False,False,False,Low,mailed check,True,False,25.7,734.6,28,7.13,223.0,8.6
C001757,male,False,False,False,one year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.3,475.1,22,0.0,311.0,7.8
C001758,female,False,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,mailed check,True,False,70.15,70.15,1,74.91,186.0,5.2
C001759,male,True,True,False,month-to-month,False,fiber optic,yes,False,True,False,False,True,False,True,Premium,electronic check,False,False,91.55,1540.05,16,99.61,59.0,9.4
C001760,female,False,True,True,two year,False,dsl,no,False,True,True,True,False,False,False,Standard,mailed check,True,False,39.4,1978.65,48,18.39,6.0,6.3
C001761,male,True,True,False,month-to-month,False,fiber optic,yes,True,True,True,True,True,True,False,Premium,bank transfer (automatic),True,True,105.7,3181.8,30,113.9,255.0,10.0
C001762,female,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,70.25,229.7,3,73.96,225.0,5.9
C001763,male,True,False,False,two year,False,fiber optic,yes,True,True,True,False,False,False,True,Premium,electronic check,False,False,93.75,5625.55,57,94.13,145.0,6.7
C001764,female,True,True,False,one year,True,fiber optic,yes,True,False,True,True,False,False,True,Premium,credit card (automatic),False,True,96.55,6581.9,68,88.54,86.0,4.6
C001765,female,False,True,False,one year,False,dsl,yes,False,True,False,False,False,True,False,Standard,bank transfer (automatic),True,True,60.0,1347.15,23,16.77,203.0,10.0
C001766,female,False,True,False,two year,False,dsl,yes,False,True,False,False,False,True,False,Standard,credit card (automatic),False,True,59.8,3808.2,65,13.72,330.0,7.3
C001767,male,False,True,False,one year,False,fiber optic,yes,False,False,False,False,False,True,True,Premium,bank transfer (automatic),True,True,90.65,3974.15,44,101.5,363.0,8.0
C001768,female,False,True,True,two year,False,fiber optic,yes,True,False,True,True,True,True,True,Premium,bank transfer (automatic),True,True,109.0,7661.8,71,108.12,356.0,9.6
C001769,female,False,True,False,one year,False,dsl,yes,True,True,True,False,True,False,False,Standard,credit card (automatic),False,True,68.1,2479.25,37,21.05,176.0,7.6
C001770,female,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.4,266.6,12,2.96,146.0,6.2
C001771,male,False,True,True,two year,False,dsl,yes,True,True,False,True,True,True,True,Standard,bank transfer (automatic),True,True,81.95,5601.4,69,24.8,294.0,7.5
C001772,female,False,False,False,month-to-month,False,dsl,yes,False,False,True,True,True,False,False,Standard,electronic check,False,False,60.55,1982.6,35,26.64,307.0,9.8
C001773,male,False,False,False,month-to-month,False,dsl,yes,False,True,False,True,False,False,True,Standard,bank transfer (automatic),True,True,65.6,339.9,5,16.57,286.0,7.7
C001774,male,False,True,True,two year,False,fiber optic,yes,True,False,False,False,False,True,False,Premium,bank transfer (automatic),True,True,82.5,4828.05,58,83.47,68.0,10.0
C001775,male,False,True,False,two year,False,dsl,yes,True,True,True,True,True,False,True,Standard,bank transfer (automatic),True,True,82.3,5980.55,72,20.98,171.0,8.9
C001776,male,False,True,False,two year,False,dsl,yes,True,True,True,True,True,False,False,Standard,mailed check,True,False,68.15,4808.7,72,13.84,247.0,7.1
C001777,female,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,20.3,20.3,1,0.0,293.0,8.2
C001778,female,False,False,False,one year,True,fiber optic,yes,False,True,True,False,True,True,False,Premium,electronic check,False,False,95.55,3692.85,39,95.36,319.0,3.9
C001779,male,False,True,True,one year,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,20.2,1068.15,53,0.0,262.0,7.0
C001780,female,False,False,False,month-to-month,False,fiber optic,yes,False,True,False,False,True,False,True,Premium,electronic check,False,False,89.2,2383.6,27,85.74,279.0,10.0
C001781,female,True,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,69.65,69.65,1,62.62,257.0,5.8
C001782,female,True,False,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,True,True,Premium,electronic check,False,False,89.3,89.3,1,88.88,311.0,5.8
C001783,female,False,True,False,month-to-month,False,fiber optic,yes,False,False,True,False,False,False,False,Premium,electronic check,False,False,74.8,1438.05,18,67.28,278.0,7.2
C001784,male,False,True,True,two year,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.2,917.45,46,4.0,255.0,9.9
C001785,female,False,True,False,two year,False,dsl,yes,True,True,True,False,True,True,True,Standard,credit card (automatic),False,True,84.4,6096.45,72,25.73,225.0,9.4
C001786,female,False,False,False,month-to-month,True,fiber optic,yes,False,True,False,False,True,False,True,Premium,electronic check,False,False,87.55,3078.1,36,80.26,257.0,6.8
C001787,female,False,True,False,month-to-month,False,dsl,no,False,False,False,False,False,False,False,Standard,electronic check,False,False,25.15,99.95,4,6.0,13.0,10.0
C001788,female,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,19.8,475.2,25,0.0,274.0,6.4
C001789,female,False,True,True,month-to-month,False,dsl,no,False,False,False,True,False,True,True,Standard,electronic check,False,False,50.85,2036.55,40,16.85,13.0,6.4
C001790,male,False,True,False,month-to-month,False,fiber optic,yes,True,False,False,True,True,True,True,Premium,electronic check,False,False,102.4,6444.05,63,109.1,370.0,6.8
C001791,female,True,False,False,month-to-month,True,fiber optic,yes,False,True,True,False,True,False,True,Premium,mailed check,True,False,96.3,1426.75,15,86.92,273.0,3.4
C001792,male,False,False,False,month-to-month,False,dsl,yes,True,False,False,True,False,False,False,Standard,credit card (automatic),False,True,55.5,767.55,14,17.23,191.0,8.3
C001793,male,True,True,False,two year,False,fiber optic,yes,True,True,False,True,True,True,True,Premium,bank transfer (automatic),True,True,109.75,7932.5,72,108.95,329.0,7.1
C001794,male,False,False,False,month-to-month,False,fiber optic,yes,True,False,True,True,False,True,True,Premium,electronic check,False,False,106.4,4040.65,39,109.76,127.0,10.0
C001795,female,False,True,True,two year,False,dsl,no,False,False,True,True,True,True,True,Standard,credit card (automatic),False,True,60.0,2768.65,47,19.07,1.0,10.0
C001796,male,False,True,False,month-to-month,False,fiber optic,yes,True,True,True,True,False,False,False,Premium,credit card (automatic),False,True,88.8,1672.35,19,85.04,280.0,7.8
C001797,female,False,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,True,False,Premium,electronic check,False,False,85.2,474.8,5,83.6,296.0,7.0
C001798,female,False,False,False,month-to-month,True,dsl,no,False,False,False,False,False,False,True,Standard,electronic check,False,False,35.1,446.1,13,6.55,0.0,6.2
C001799,female,False,False,False,month-to-month,False,fiber optic,yes,True,False,False,False,True,False,False,Premium,bank transfer (automatic),True,True,80.05,1345.65,17,85.43,215.0,7.5
C001800,male,True,True,False,month-to-month,False,fiber optic,yes,True,False,False,False,False,False,False,Premium,electronic check,False,False,75.55,2425.4,34,75.66,195.0,5.2
C001801,female,False,False,False,month-to-month,False,dsl,yes,False,False,False,True,False,False,False,Standard,electronic check,False,False,49.55,2077.95,42,24.37,206.0,7.7
C001802,male,False,True,False,month-to-month,True,fiber optic,yes,True,False,False,True,False,False,False,Premium,electronic check,False,False,81.3,416.3,5,81.0,334.0,4.0
C001803,female,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,credit card (automatic),False,True,23.9,1663.5,71,0.0,313.0,8.1
C001804,male,True,True,False,month-to-month,False,dsl,yes,False,False,True,False,True,True,False,Standard,bank transfer (automatic),True,True,66.4,1286.05,19,12.35,248.0,8.0
C001805,female,False,False,True,month-to-month,True,no,yes,False,False,False,False,False,False,False,Low,electronic check,False,False,19.6,35.85,2,0.0,200.0,4.3
C001806,male,False,False,False,two year,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,18.8,1094.35,57,0.0,128.0,8.4
C001807,male,False,True,False,two year,False,fiber optic,yes,True,True,False,True,True,True,True,Premium,electronic check,False,False,108.4,7719.5,72,109.74,377.0,6.6
C001808,female,False,False,False,month-to-month,False,fiber optic,yes,False,False,False,True,False,False,True,Premium,mailed check,True,False,85.95,514.6,6,88.49,303.0,8.9
C001809,female,False,True,True,month-to-month,True,fiber optic,yes,True,False,False,False,False,False,True,Premium,electronic check,False,False,85.45,1451.6,17,77.54,186.0,4.5
C001810,male,False,True,False,two year,False,dsl,yes,True,False,False,True,True,True,True,Standard,bank transfer (automatic),True,True,80.9,4932.5,61,28.75,314.0,8.2
C001811,male,False,True,True,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,71.0,71.0,1,68.58,243.0,5.7
C001812,male,False,True,True,two year,False,fiber optic,yes,True,True,True,True,True,True,True,Premium,credit card (automatic),False,True,111.8,5443.65,48,112.53,224.0,6.5
C001813,male,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,credit card (automatic),False,True,20.6,330.25,16,8.27,289.0,7.7
C001814,male,True,False,False,month-to-month,True,fiber optic,yes,True,False,False,False,False,False,True,Premium,electronic check,False,False,85.05,746.5,9,89.53,183.0,4.7
C001815,female,False,False,False,month-to-month,False,dsl,yes,False,False,False,False,False,False,False,Standard,electronic check,False,False,44.6,122.7,3,12.04,219.0,7.2
C001816,male,False,False,True,month-to-month,True,dsl,yes,False,False,False,False,False,False,False,Standard,electronic check,False,False,44.4,44.4,1,8.86,260.0,5.3
C001817,male,False,False,False,two year,False,fiber optic,yes,True,False,False,True,True,True,True,Premium,credit card (automatic),False,True,105.1,6631.85,65,94.34,205.0,6.9
C001818,female,False,True,True,two year,False,fiber optic,yes,True,True,True,True,True,True,True,Premium,credit card (automatic),False,True,115.15,8250.0,70,111.55,310.0,7.2
C001819,male,False,True,False,one year,False,dsl,yes,False,False,True,False,False,True,False,Standard,mailed check,True,False,59.8,3561.15,60,16.88,418.0,7.4
C001820,female,False,True,False,one year,False,no,yes,True,False,False,False,False,False,False,Low,electronic check,False,False,26.3,1763.55,69,0.0,182.0,9.5
C001821,female,True,False,False,month-to-month,False,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,70.55,2419.0,35,69.89,100.0,7.3
C001822,female,False,False,False,month-to-month,False,no,yes,False,False,False,False,False,False,False,Low,mailed check,True,False,20.05,470.2,22,0.58,69.0,8.5
C001823,male,False,True,True,two year,False,dsl,yes,True,False,False,True,True,True,True,Standard,bank transfer (automatic),True,True,79.85,5234.95,66,22.83,236.0,10.0
C001824,male,True,True,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,False,False,Premium,electronic check,False,False,70.3,70.3,1,67.05,190.0,4.2
C001825,female,False,True,False,month-to-month,True,fiber optic,yes,False,False,False,False,False,True,False,Premium,bank transfer (automatic),True,True,79.35,79.35,1,80.19,268.0,5.9
C001826,male,False,True,True,month-to-month,False,fiber optic,yes,True,False,False,False,True,False,True,Premium,credit card (automatic),False,True,90.05,3097.0,34,92.26,261.0,9.7
C001827,female,False,True,True,two year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,24.45,1709.1,72,0.0,105.0,9.4
C001828,male,False,True,True,one year,False,dsl,no,False,True,True,False,True,True,True,Standard,electronic check,False,False,59.95,1848.8,31,25.04,0.0,7.8
C001829,male,False,False,True,one year,False,no,yes,True,False,False,False,False,False,False,Low,bank transfer (automatic),True,True,25.35,723.3,30,0.0,276.0,8.2
